country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,faixa_gdp,faixa_renovavel
Algeria,1965,DZA,12381262.0,35661975552.0,,,,,,,,,,,,65.753,0.814,,,-2.174,-0.008,29.589,0.366,,3.278,,,,,,2005.664,0.696,,,,,1910.132,23.65,,95.237,,,7.431,,,600.141,197.886,19.428,2362.162,29.247,,29.922,,,,1.183,32.307,0.4,95.531,,4.763,,,1.183,0.0,0.0,95.531,,4.763,,,,,0.0,0.0,0.0,0.0,,0.0,,,15.405,,,1244.239,-1.32,-4.067,24553.25,304.0,,62.036,,,,,,,,,,,,,24.833,,,1.183,,,95.531,,4.763,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1966,DZA,12613398.0,33932634112.0,,,,,,,,,,-2.857,-0.023,62.698,0.791,,,-91.111,-0.334,2.582,0.033,,2.651,,,,20.134,5.0,2365.146,0.879,21.704,5.133,,,2281.922,28.783,,96.481,3.886,0.289,7.719,,,611.988,20.459,5.984,2793.076,35.23,,25.875,,-11.25,-0.133,1.05,28.145,0.355,83.224,,3.519,-11.25,-0.133,1.05,0.0,0.0,83.224,,3.519,,,,0.0,0.0,0.0,0.0,0.0,,0.0,31.596,4.867,20.273,,,1607.236,28.705,87.262,31019.555,391.262,,67.955,,,,,,,,,,,,,29.833,-11.25,-0.133,1.05,,,83.224,,3.519,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1967,DZA,12897121.0,37094768640.0,,,,,,,,,,-23.529,-0.186,46.891,0.605,,,325.0,0.106,10.731,0.138,,2.141,,,,-5.313,-1.585,2190.21,0.761,-6.072,-1.748,,,2096.207,27.035,,95.708,-2.993,-0.231,7.488,,,580.614,-17.608,-6.203,2250.637,29.027,,26.51,,15.493,0.163,1.212,31.79,0.41,94.003,,4.292,15.493,0.163,1.212,0.0,0.0,94.003,,4.292,,,,0.0,0.0,0.0,0.0,0.0,,0.0,-6.564,-1.331,18.942,,,1468.702,14.87,58.182,34848.41,449.444,,67.058,,,,,,,,,,,,,28.247,15.493,0.163,1.212,,,94.003,,4.292,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1968,DZA,13190979.0,41423888384.0,,,,,,,,,,5.769,0.035,48.491,0.64,,,-100.0,-0.138,0.0,0.0,,2.108,,,,7.426,2.098,2300.435,0.733,6.085,1.645,,,2174.229,28.68,,94.514,5.141,0.385,7.873,,,596.866,43.795,12.712,3164.201,41.739,,25.946,,37.317,0.452,1.665,42.681,0.563,126.206,,5.486,37.317,0.452,1.665,0.0,0.0,126.206,,5.486,,,,0.0,0.0,0.0,0.0,0.0,,0.0,6.469,1.225,20.167,,,1528.871,9.777,43.944,37403.453,493.388,,66.46,,,,,,,,,,,,,30.345,37.317,0.452,1.665,,,126.206,,5.486,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1969,DZA,13491022.0,45387460608.0,,,,,,,,,,27.273,0.174,60.344,0.814,,,,0.155,11.465,0.155,,2.427,,,,10.526,3.194,2486.038,0.739,13.22,3.792,,,2406.913,32.472,,96.817,31.479,2.478,10.352,,,767.302,-15.389,-6.423,2617.716,35.316,,30.864,,-35.879,-0.597,1.067,26.759,0.361,79.125,,3.183,-35.879,-0.597,1.067,0.0,0.0,79.125,,3.183,,,,0.0,0.0,0.0,0.0,0.0,,0.0,5.646,1.139,21.306,,,1579.267,4.743,23.4,38306.086,516.788,,63.525,,,,,,,,,,,,,33.539,-35.879,-0.597,1.067,,,79.125,,3.183,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1970,DZA,13795915.0,49945669632.0,,,,,,,,,,18.571,0.151,69.969,0.965,,,-31.579,-0.049,7.671,0.106,,2.626,,,,9.6,3.22,2664.477,0.736,7.921,2.572,,,2540.161,35.044,,95.334,-5.997,-0.621,9.731,,,705.345,-30.965,-10.936,1767.199,24.38,,26.472,,60.665,0.648,1.715,42.041,0.58,124.316,,4.666,60.665,0.648,1.715,0.0,0.0,124.316,,4.666,,,,0.0,0.0,0.0,0.0,0.0,,0.0,14.277,3.042,24.348,,,1764.847,8.727,45.098,40728.426,561.886,,66.236,,,,,,,,,,,,,36.759,60.665,0.648,1.715,,,124.316,,4.666,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1971,DZA,14110269.0,45701218304.0,,,,,,,,,,-72.289,-0.698,18.957,0.267,,,7.692,0.008,8.077,0.114,,0.673,,,,8.09,2.974,2815.882,0.869,10.596,3.713,,,2746.726,38.757,,97.544,13.551,1.319,11.049,,,783.082,5.409,1.319,1821.28,25.699,,27.809,,-43.103,-0.739,0.976,23.387,0.33,69.156,,2.456,-43.103,-0.739,0.976,0.0,0.0,69.156,,2.456,,,,0.0,0.0,0.0,0.0,0.0,,0.0,12.701,3.092,27.44,,,1944.686,-23.836,-133.929,30329.457,427.957,,69.061,,,,,,,,,,,,,39.733,-43.103,-0.739,0.976,,,69.156,,2.456,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1972,DZA,14439750.0,55293906944.0,,,,,,,,,,-13.043,-0.035,16.108,0.233,,,-14.286,-0.016,6.765,0.098,,0.521,,,,12.37,4.915,3092.01,0.807,11.423,4.427,,,2990.643,43.184,,96.722,16.115,1.781,12.83,,,888.528,26.704,6.863,2254.982,32.561,,28.736,,50.0,0.488,1.464,34.28,0.495,101.367,,3.278,50.0,0.488,1.464,0.0,0.0,101.367,,3.278,,,,0.0,0.0,0.0,0.0,0.0,,0.0,9.772,2.681,30.121,,,2086.007,35.135,150.362,40050.484,578.319,,67.464,,,,,,,,,,,,,44.648,50.0,0.488,1.464,,,101.367,,3.278,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1973,DZA,14786473.0,57097850880.0,,,,,,,,,,15.0,0.035,18.09,0.267,,,8.333,0.008,7.157,0.106,,0.502,,,,19.268,8.603,3601.31,0.933,18.161,7.843,,,3450.926,51.027,,95.824,39.197,5.029,17.859,,,1207.806,32.722,10.655,2922.688,43.216,,33.538,,51.919,0.76,2.224,50.857,0.752,150.384,,4.176,51.919,0.76,2.224,0.0,0.0,150.384,,4.176,,,,0.0,0.0,0.0,0.0,0.0,,0.0,9.226,2.779,32.9,,,2225.03,3.966,22.936,40662.508,601.255,,61.784,,,,,,,,,,,,,53.251,51.919,0.76,2.224,,,150.384,,4.176,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1974,DZA,15153601.0,60577882112.0,,,,,,,,,,-17.391,-0.047,14.582,0.221,,,0.0,0.0,6.984,0.106,,0.375,,,,10.626,5.658,3887.454,0.972,12.566,6.412,,,3790.472,57.439,,97.505,15.764,2.815,20.674,,,1364.329,15.612,6.747,3297.129,49.963,,35.096,,-33.91,-0.754,1.47,32.797,0.497,96.982,,2.495,-33.91,-0.754,1.47,0.0,0.0,96.982,,2.495,,,,0.0,0.0,0.0,0.0,0.0,,0.0,11.074,3.643,36.544,,,2411.561,-7.475,-44.944,36711.453,556.311,,62.034,,,,,,,,,,,,,58.909,-33.91,-0.754,1.47,,,96.982,,2.495,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1975,DZA,15724698.0,64883814400.0,,,,,,,,,,26.316,0.058,17.75,0.279,,,-7.692,-0.008,6.213,0.098,,0.397,,,,19.455,11.461,4475.105,1.085,20.823,11.96,,,4413.426,69.4,,98.622,37.803,7.816,28.49,,,1811.799,23.136,11.56,3912.508,61.523,,40.486,,-34.004,-0.5,0.97,20.859,0.328,61.68,,1.378,-34.004,-0.5,0.97,0.0,0.0,61.68,,1.378,,,,0.0,0.0,0.0,0.0,0.0,,0.0,11.183,4.087,40.631,,,2583.876,-2.154,-11.981,34616.203,544.329,,57.739,,,,,,,,,,,,,70.37,-34.004,-0.5,0.97,,,61.68,,1.378,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1976,DZA,16500516.0,69150105600.0,,,,,,,,,,95.833,0.267,33.127,0.547,,,-33.333,-0.033,3.947,0.065,,0.666,,,,16.673,11.732,4975.73,1.187,16.646,11.552,,,4906.019,80.952,,98.599,18.243,5.198,33.688,,,2041.603,25.954,15.968,4696.27,77.491,,41.031,,18.598,0.18,1.15,23.575,0.389,69.711,,1.401,18.598,0.18,1.15,0.0,0.0,69.711,,1.401,,,,0.0,0.0,0.0,0.0,0.0,,0.0,14.981,6.087,46.718,,,2831.289,11.591,63.096,36812.477,607.425,,56.902,,,,,,,,,,,,,82.102,18.598,0.18,1.15,,,69.711,,1.401,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1977,DZA,17134196.0,75438030848.0,,,,,,,,,,29.787,0.163,41.404,0.709,,,-25.0,-0.016,2.851,0.049,,0.786,,,,9.879,8.11,5265.062,1.196,10.457,8.465,,,5218.639,89.417,,99.118,6.571,2.214,35.901,,,2095.298,-4.291,-3.325,4328.504,74.165,,39.796,,-30.848,-0.355,0.795,15.7,0.269,46.424,,0.882,-30.848,-0.355,0.795,0.0,0.0,46.424,,0.882,,,,0.0,0.0,0.0,0.0,0.0,,0.0,13.033,6.089,52.806,,,3081.936,6.753,41.02,37845.078,648.445,,58.536,,,,,,,,,,,,,90.213,-30.848,-0.355,0.795,,,46.424,,0.882,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1978,DZA,17632646.0,85103919104.0,,,,,,,,,,-49.18,-0.349,20.447,0.361,,,-16.667,-0.008,2.309,0.041,,0.318,,,,25.66,23.149,6429.067,1.332,25.951,23.205,,,6387.143,112.622,,99.348,60.59,21.752,57.654,,,3269.716,55.084,40.853,6523.057,115.019,,50.858,,-7.063,-0.056,0.739,14.178,0.25,41.925,,0.652,-7.063,-0.056,0.739,0.0,0.0,41.925,,0.652,,,,0.0,0.0,0.0,0.0,0.0,,0.0,3.411,1.801,54.608,,,3096.979,2.115,13.713,37552.965,662.158,,48.172,,,,,,,,,,,,,113.361,-7.063,-0.056,0.739,,,41.925,,0.652,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1979,DZA,18166982.0,92753895424.0,,,,,,,,,,132.258,0.477,46.092,0.837,,,0.0,0.0,2.241,0.041,,0.564,,,,31.032,35.179,8176.383,1.601,31.128,35.057,,,8129.018,147.68,,99.421,41.402,23.87,81.524,,,4487.468,63.916,73.516,10377.866,188.535,,54.883,,16.4,0.121,0.86,16.018,0.291,47.365,,0.579,16.4,0.121,0.86,0.0,0.0,47.365,,0.579,,,,0.0,0.0,0.0,0.0,0.0,,0.0,19.614,10.711,65.319,,,3595.458,2.022,13.387,37185.328,675.545,,43.974,,,,,,,,,,,,,148.54,16.4,0.121,0.86,,,47.365,,0.579,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1980,DZA,18739378.0,94481653760.0,,,,,,,,,,-11.111,-0.093,39.72,0.744,,,35.693,0.015,2.947,0.055,,0.42,,,,19.256,28.603,9452.979,1.875,19.436,28.703,,,9412.426,176.383,,99.571,34.238,27.912,109.436,,,5839.908,-18.266,-34.437,8223.191,154.097,,61.778,,-11.684,-0.101,0.76,13.714,0.257,40.553,,0.429,-11.684,-0.101,0.76,0.0,0.0,40.553,,0.429,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.353,0.884,66.202,,,3532.798,-11.266,-76.106,31988.188,599.439,,37.372,,,,,,,,,,,,,177.143,-11.684,-0.101,0.76,,,40.553,,0.429,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1981,DZA,19351356.0,96860520448.0,,,,,,,,,,-29.688,-0.221,27.045,0.523,,,0.0,0.0,2.854,0.055,,0.243,,,,21.476,38.043,11119.953,2.222,21.386,37.721,,,11064.026,214.104,,99.497,29.991,32.821,142.257,,,7351.293,15.932,24.551,9231.83,178.648,,66.109,,42.412,0.322,1.082,18.913,0.366,55.927,,0.503,42.412,0.322,1.082,0.0,0.0,55.927,,0.503,,,,0.0,0.0,0.0,0.0,0.0,,0.0,7.735,5.121,71.323,,,3685.689,-10.895,-65.311,27601.549,534.127,,33.145,,,,,,,,,,,,,215.186,42.412,0.322,1.082,,,55.927,,0.503,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1982,DZA,20000098.0,103073660928.0,,,,,,,,,,1755.555,9.188,485.55,9.711,,,0.0,0.0,2.762,0.055,,3.914,,,,15.301,32.926,12405.545,2.407,15.222,32.592,,,12334.725,246.696,,99.429,13.464,19.154,161.411,,,8070.522,30.48,54.452,11654.947,233.1,,65.056,,30.874,0.334,1.416,23.95,0.479,70.82,,0.571,30.874,0.334,1.416,0.0,0.0,70.82,,0.571,,,,0.0,0.0,0.0,0.0,0.0,,0.0,5.959,4.25,75.573,,,3778.652,-0.514,-2.745,26569.014,531.383,,30.459,,,,,,,,,,,,,248.112,30.874,0.334,1.416,,,70.82,,0.571,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1983,DZA,20682110.0,108430385152.0,,,,,,,,,,-10.778,-1.047,418.93,8.664,,,0.0,0.0,2.671,0.055,,3.198,,,,9.211,22.855,13101.499,2.499,9.557,23.576,,,13067.9,270.272,,99.744,9.481,15.304,176.715,,,8544.341,43.197,100.693,16139.196,333.793,,65.217,,-50.939,-0.722,0.695,11.362,0.235,33.599,,0.256,-50.939,-0.722,0.695,0.0,0.0,33.599,,0.256,,,,0.0,0.0,0.0,0.0,0.0,,0.0,12.331,9.319,84.892,,,4104.63,-1.614,-8.575,25278.285,522.808,,31.329,,,,,,,,,,,,,270.967,-50.939,-0.722,0.695,,,33.599,,0.256,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1984,DZA,21393532.0,114406670336.0,,,,,,,,,,10.872,0.942,449.032,9.606,,,0.0,0.0,2.582,0.055,,3.692,,,,-3.975,-10.77,12162.377,2.274,-4.222,-11.412,,,12099.901,258.86,,99.486,-12.146,-21.464,155.251,,,7256.925,1.787,5.966,15881.381,339.759,,59.667,,92.34,0.642,1.337,21.128,0.452,62.475,,0.514,92.34,0.642,1.337,0.0,0.0,62.475,,0.514,,,,0.0,0.0,0.0,0.0,0.0,,0.0,10.731,9.11,94.002,,,4393.945,8.526,44.572,26521.135,567.381,,36.127,,,,,,,,,,,,,260.196,92.34,0.642,1.337,,,62.475,,0.514,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1985,DZA,22132910.0,120364212224.0,,,,,,,,,,4.358,0.419,452.948,10.025,,,14.286,0.008,2.852,0.063,,3.822,,12.274,4.679,0.807,2.1,11850.976,2.179,0.59,1.527,,,11764.669,260.386,,99.272,-0.93,-1.444,153.807,,,6949.267,9.896,33.622,16869.953,373.381,,58.639,,42.92,0.574,1.91,29.187,0.646,86.307,5.263,0.728,42.92,0.574,1.91,0.0,0.0,86.307,0.0,0.728,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.715,2.552,96.554,,,4362.454,-3.536,-20.061,24728.77,547.32,,36.811,,,,,,,,,,,,554.559,262.297,42.92,0.574,1.91,,,86.307,,0.728,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1986,DZA,22882560.0,119145037824.0,,,,,,,,,,2.668,0.267,449.799,10.293,,,12.5,0.008,3.103,0.071,,3.709,,12.981,4.678,5.793,15.194,12126.727,2.329,6.285,16.365,,,12094.42,276.751,,99.734,9.512,14.63,168.437,,,7360.955,2.28,8.513,16689.316,381.894,,60.7,,-61.3,-1.171,0.739,10.925,0.25,32.306,1.926,0.266,-61.3,-1.171,0.739,0.0,0.0,32.306,0.0,0.266,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.467,98.021,,,4283.666,3.014,16.494,24639.449,563.814,,35.324,,,,,,,,,,,,567.288,277.491,-61.3,-1.171,0.739,,,32.306,,0.266,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1987,DZA,23586098.0,118321217536.0,,,,,,,,,,19.548,2.012,521.686,12.305,,,-11.111,-0.008,2.676,0.063,,4.315,,12.722,4.461,2.767,7.678,12090.516,2.41,2.508,6.941,,,12027.957,283.693,,99.483,2.286,3.85,172.288,,,7304.621,12.861,49.114,18273.807,431.008,,60.416,,99.6,0.736,1.476,21.157,0.499,62.56,3.922,0.517,99.6,0.736,1.476,0.0,0.0,62.56,0.0,0.517,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.101,1.079,99.101,,,4201.649,3.545,19.986,24751.865,583.8,,34.752,,,,,,,,,,,,539.385,285.168,99.6,0.736,1.476,,,62.56,,0.517,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1988,DZA,24243024.0,115821715456.0,,,,,,,,,,-5.955,-0.733,477.327,11.572,,,25.0,0.016,3.255,0.079,,3.789,,13.966,4.573,7.102,20.254,12598.338,2.637,7.469,21.188,,,12576.017,304.881,,99.823,12.682,21.849,194.136,,,8007.922,4.541,19.573,18586.008,450.581,,63.563,,-63.327,-0.934,0.541,7.549,0.183,22.321,1.31,0.177,-63.327,-0.934,0.541,0.0,0.0,22.321,0.0,0.177,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.072,99.173,,,4090.769,4.736,27.65,25221.705,611.45,,32.471,,,,,,,,,,,,576.083,305.422,-63.327,-0.934,0.541,,,22.321,,0.177,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1989,DZA,24889516.0,119762436096.0,,,,,,,,,,-15.477,-1.791,392.97,9.781,,,50.0,0.039,4.755,0.118,,3.292,,15.324,5.158,-2.735,-8.354,11935.477,2.48,-2.782,-8.481,,,11908.628,296.4,,99.775,-5.9,-11.454,182.683,,,7339.737,7.823,35.251,19519.529,485.832,,61.495,,23.497,0.127,0.668,9.08,0.226,26.85,1.475,0.225,23.497,0.127,0.668,0.0,0.0,26.85,0.0,0.225,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.804,4.764,103.937,,,4175.921,3.632,22.208,25458.85,633.658,,34.987,,,,,,,,,,,,615.681,297.068,23.497,0.127,0.668,,,26.85,,0.225,,,,,,,,,,,,,,,,,Baixo PIB,Baixa
Algeria,1990,DZA,25518074.0,117843181568.0,,,,,,,,,,-21.641,-2.117,300.343,7.664,,,-33.333,-0.039,3.092,0.079,,2.433,,16.104,5.113,6.027,17.905,12343.162,2.673,6.132,18.175,,,12327.519,314.575,,99.873,6.797,12.416,195.099,,,7645.512,6.327,30.738,20243.287,516.57,,61.941,,-40.265,-0.269,0.399,5.29,0.135,15.644,0.838,0.127,-40.265,-0.269,0.399,5.29,0.135,15.644,0.838,0.127,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.577,7.875,111.812,,,4381.664,7.104,45.016,26595.83,678.674,,35.499,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,631.082,314.974,-40.265,-0.269,0.399,5.29,0.135,15.644,0.838,0.127,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Algeria,1991,DZA,26133906.0,121105154048.0,,,,,,,,,,3.187,0.244,302.611,7.908,,,50.0,0.039,4.529,0.118,,2.534,,17.345,5.558,-0.914,-2.879,11942.152,2.577,-1.064,-3.346,,,11908.999,311.229,,99.722,-1.233,-2.406,192.692,,,7373.275,7.833,40.461,21314.477,557.031,,61.742,,117.037,0.467,0.866,11.211,0.293,33.152,1.689,0.278,117.037,0.467,0.866,11.211,0.293,33.152,1.689,0.278,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.059,-1.184,110.628,,,4233.113,0.58,3.934,26119.635,682.608,,35.447,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,663.697,312.095,117.037,0.467,0.866,11.211,0.293,33.152,1.689,0.278,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Algeria,1992,DZA,26748302.0,127982673920.0,,,,,,,,,,18.824,1.489,351.314,9.397,,,0.0,0.0,4.425,0.118,,2.934,,18.286,5.71,2.606,8.132,11971.857,2.502,2.702,8.41,,,11949.858,319.638,,99.816,3.247,6.256,198.949,,,7437.809,4.126,22.981,21684.043,580.011,,62.127,,-32.082,-0.278,0.588,7.44,0.199,21.999,1.088,0.184,-32.082,-0.278,0.588,7.44,0.199,21.999,1.088,0.184,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601,0.665,111.293,,,4160.737,-3.735,-25.497,24566.473,657.111,,34.754,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,683.632,320.227,-32.082,-0.278,0.588,7.44,0.199,21.999,1.088,0.184,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Algeria,1993,DZA,27354326.0,130275762176.0,,,,,,,,,,-18.564,-1.744,279.756,7.653,,,33.333,0.039,5.769,0.158,,2.568,,19.414,6.515,-6.943,-22.232,10893.888,2.287,-7.098,-22.687,,,10855.729,296.951,,99.65,-10.256,-20.405,178.544,,,6527.075,1.285,7.455,21476.168,587.466,,59.915,,77.387,0.455,1.044,12.905,0.353,38.159,1.818,0.35,77.387,0.455,1.044,12.905,0.353,38.159,1.818,0.35,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.483,-0.538,110.755,,,4048.898,-0.315,-2.073,23946.447,655.039,,37.167,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,709.723,297.995,77.387,0.455,1.044,12.905,0.353,38.159,1.818,0.35,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Algeria,1994,DZA,27937006.0,134279872512.0,,,,,,,,,,-5.775,-0.442,258.102,7.211,,,0.0,0.0,5.649,0.158,,2.388,,19.883,6.585,1.318,3.926,10807.21,2.248,1.508,4.479,,,10789.64,301.43,,99.837,5.391,9.625,188.169,,,6735.466,-8.061,-47.357,19333.096,540.109,,62.324,,-52.975,-0.553,0.491,5.942,0.166,17.57,0.835,0.163,-52.975,-0.553,0.491,5.942,0.166,17.57,0.835,0.163,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.247,-4.704,106.051,,,3796.072,-0.447,-2.93,23342.111,652.109,,35.125,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,711.708,301.921,-52.975,-0.553,0.491,5.942,0.166,17.57,0.835,0.163,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Algeria,1995,DZA,28478024.0,145054695424.0,,,,,,,,,,0.0,0.0,253.199,7.211,,,13.59,0.021,6.295,0.179,,2.303,,19.715,6.296,3.717,11.224,10996.016,2.159,3.697,11.144,,,10975.977,312.574,,99.818,7.468,14.053,202.221,,,7100.958,13.85,74.804,21592.543,614.913,,64.578,,16.265,0.08,0.571,6.777,0.193,20.04,0.979,0.182,16.265,0.08,0.571,6.777,0.193,20.04,0.979,0.182,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.743,-2.909,103.142,,,3621.82,-0.464,-3.024,22792.484,649.085,,32.938,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,692.288,313.145,16.265,0.08,0.571,6.777,0.193,20.04,0.979,0.182,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Algeria,1996,DZA,28984640.0,156579102720.0,,,,,,,,,,-52.903,-3.815,117.164,3.396,,,-45.455,-0.081,3.373,0.098,,1.096,,20.654,6.664,-1.028,-3.22,10692.724,1.979,-0.975,-3.049,,,10678.949,309.526,,99.871,2.713,5.486,207.707,,,7166.123,6.115,37.6,22512.363,652.513,,67.019,,-30.052,-0.172,0.399,4.658,0.135,13.773,0.654,0.129,-30.052,-0.172,0.399,4.658,0.135,13.773,0.654,0.129,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.576,-4.72,98.422,,,3395.663,5.736,37.228,23678.518,686.313,,31.757,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,712.584,309.925,-30.052,-0.172,0.399,4.658,0.135,13.773,0.654,0.129,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Algeria,1997,DZA,29476030.0,164644454400.0,,,,,,,,,,75.342,2.559,202.014,5.955,,,-15.442,-0.015,2.805,0.083,,1.999,,21.497,7.217,-3.893,-12.065,10105.151,1.809,-3.841,-11.888,,,10097.629,297.638,,99.926,-6.58,-13.667,194.04,,,6582.977,14.724,96.075,25396.504,748.588,,65.145,,-44.444,-0.177,0.222,2.544,0.075,7.524,0.349,0.074,-44.444,-0.177,0.222,2.544,0.075,7.524,0.349,0.074,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.791,-0.779,97.643,,,3312.638,4.329,29.711,24291.754,716.024,,32.782,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,729.304,297.86,-44.444,-0.177,0.222,2.544,0.075,7.524,0.349,0.074,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
