country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,faixa_gdp,faixa_renovavel
Colombia,2017,COL,48351668.0,635907473408.0,-3.955,-0.312,156.585,7.571,15.305,0.74,0.955,1.377,148.335,-23.792,-15.119,1001.581,48.428,67.423,3.26,0.123,0.895,15083.65,729.32,4.209,8.81,77.53,77.46,14.091,0.934,5.085,11368.834,0.864,-5.381,-21.793,332.357,16.07,7925.006,383.187,20.746,69.708,-1.972,-2.379,118.305,175.175,8.47,2446.768,-1.998,-2.396,2430.625,117.525,10.935,21.522,11.49,22.527,27.313,152.566,1254.145,60.64,3155.335,78.286,27.754,17.954,26.878,166.515,1269.656,61.39,3443.828,79.254,30.292,0.07,0.09,,,,0.0,0.0,,0.0,,-1.946,-4.295,216.454,89.759,4.34,4476.657,-3.86,-21.002,10819.473,523.14,5.603,39.377,6.357,0.74,0.0,-0.128,-0.008,15.305,0.0,131.464,0.955,0.0,1.156,1602.013,549.702,17.954,26.878,166.515,1269.656,61.39,3443.828,79.254,30.292,,0.013,0.013,0.207,0.01,0.275,0.013,0.002,-93.964,-0.128,0.008,0.0,0.0,0.169,0.0,0.001,Baixo PIB,Média
Colombia,2018,COL,49276968.0,651900551168.0,21.629,1.638,186.876,9.209,17.452,0.86,1.086,1.649,170.729,-6.124,-2.966,922.593,45.463,89.494,4.41,-5.366,-39.138,14006.174,690.182,5.569,8.141,79.3,79.19,14.181,1.586,8.717,11332.247,0.857,2.408,9.229,387.808,19.11,7963.477,392.416,24.132,70.273,7.602,8.994,127.299,194.005,9.56,2583.344,5.308,6.239,2511.587,123.763,12.072,22.796,13.52,-1.18,-2.682,149.884,1200.561,59.16,3041.659,74.706,26.841,1.698,-0.512,166.003,1219.231,60.08,3368.769,75.868,29.727,0.11,0.139,,,,0.0,0.0,,0.0,,1.478,3.2,219.654,104.308,5.14,4457.54,1.34,7.008,10758.529,530.148,6.491,39.335,6.764,0.86,0.0,6.405,0.407,17.452,0.0,137.257,1.086,0.0,1.211,1607.039,558.419,1.698,-0.512,166.003,1219.231,60.08,3368.769,75.868,29.727,140.0,0.018,0.032,0.406,0.02,0.644,0.025,0.006,1314.33,0.107,0.115,0.812,0.04,2.332,0.051,0.021,Baixo PIB,Baixa
Croatia,1990,HRV,4873705.0,58374078464.0,,,,,2.052,0.01,0.113,,,,,1929.42,9.403,129.265,0.63,,,,,7.111,9.327,15.74,8.86,8.788,,,20686.525,1.727,,,1011.551,4.93,18302.664,89.202,55.643,88.476,,,25.523,279.048,1.36,5236.827,,,,,15.35,25.315,,,,11.583,804.316,3.92,2376.656,44.244,11.489,,,11.618,806.368,3.93,2383.861,44.357,11.524,6.88,43.71,,,,0.0,0.0,,0.0,,,,54.276,603.237,2.94,11136.418,,,,,33.183,53.834,0.035,0.01,0.0,,,2.052,0.0,7.205,0.113,0.0,0.035,1817.919,100.82,,,11.618,806.368,3.93,2383.861,44.357,11.524,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,1991,HRV,4844526.0,45560401920.0,,,,,2.064,0.01,0.116,,,-43.775,-4.116,1091.358,5.287,80.503,0.39,,,,,4.54,6.31,13.7,8.59,10.252,-16.892,-17.03,17295.715,1.839,-24.419,-21.782,629.576,3.05,13916.607,67.419,35.506,80.463,-7.392,-1.887,23.636,152.75,0.74,4878.909,,,,,8.615,28.209,,41.052,4.755,16.338,1141.495,5.53,3372.518,64.377,19.499,40.912,4.752,16.37,1143.559,5.54,3379.108,64.494,19.537,5.11,37.299,,,,0.0,0.0,,0.0,,-29.073,-15.779,38.496,396.324,1.92,7946.341,,,,,22.352,45.944,0.032,0.01,0.0,-9.091,-0.003,2.064,0.0,6.589,0.116,0.0,0.038,1773.135,83.79,40.912,4.752,16.37,1143.559,5.54,3379.108,64.494,19.537,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,1992,HRV,4798318.0,40296484864.0,,,,,2.084,0.01,0.112,,,-12.101,-0.64,968.532,4.647,137.548,0.66,,,236.995,1.137,7.416,5.771,11.68,8.9,11.053,-3.898,-3.266,16781.605,1.998,0.333,0.225,946.165,4.54,14097.455,67.644,51.011,84.005,3.658,0.865,24.5,285.517,1.37,5106.06,,,4113.809,19.739,15.393,30.427,,-21.288,-3.478,12.86,906.568,4.35,2680.156,48.876,15.971,-21.321,-3.491,12.879,908.652,4.36,2684.148,48.989,15.995,2.78,23.801,,,,0.0,0.0,,0.0,,0.0,0.0,38.496,523.1,2.51,8022.864,,,5274.122,25.307,28.202,47.807,0.019,0.01,0.0,-40.0,-0.013,2.084,0.0,3.992,0.112,0.0,0.024,1854.817,80.523,-21.321,-3.491,12.879,908.652,4.36,2684.148,48.989,15.995,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,1993,HRV,4792409.0,37941878784.0,,,,,4.173,0.02,0.209,,,-15.012,-0.698,824.148,3.95,93.898,0.45,-8.757,-0.1,216.509,1.038,4.702,4.702,11.69,9.57,11.392,4.325,3.483,17528.975,2.214,4.21,2.848,1043.317,5.0,14709.022,70.492,52.247,83.913,5.584,1.368,25.868,379.767,1.82,5397.807,13.627,2.69,4680.158,22.429,19.018,30.794,,4.615,0.593,13.454,949.418,4.55,2807.296,47.544,16.015,4.907,0.635,13.514,953.591,4.57,2819.952,47.753,16.087,2.12,18.135,,,,0.0,0.0,,0.0,,5.656,2.177,40.674,569.651,2.73,8487.067,1.567,0.396,5363.356,25.703,28.527,48.417,0.061,0.02,0.0,216.667,0.041,4.173,0.0,12.656,0.209,0.0,0.072,1996.908,84.006,4.907,0.635,13.514,953.591,4.57,2819.952,47.753,16.087,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,1994,HRV,4819431.0,41058422784.0,,,,,2.075,0.01,0.114,,,-37.407,-1.477,512.963,2.472,20.749,0.1,-9.853,-0.102,194.081,0.935,1.14,2.913,11.83,8.77,10.334,1.02,0.857,17608.57,2.067,-2.438,-1.718,690.953,3.33,14269.982,68.773,37.97,81.04,-5.913,-1.53,24.339,381.788,1.84,5050.181,-12.955,-2.906,4050.989,19.523,20.981,28.68,,19.454,2.617,16.071,1126.689,5.43,3334.614,61.916,18.937,19.088,2.576,16.09,1128.764,5.44,3338.588,62.03,18.96,3.06,25.866,,,,0.0,0.0,,0.0,,3.168,1.289,41.962,288.416,1.39,8706.839,7.277,1.87,5721.366,27.574,15.849,49.447,0.019,0.01,0.0,-68.421,-0.041,2.075,0.0,3.974,0.114,0.0,0.023,1819.717,84.863,19.088,2.576,16.09,1128.764,5.44,3338.588,62.03,18.96,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,1995,HRV,4807100.0,44384567296.0,,,,,2.08,0.01,0.108,,,-17.787,-0.44,422.806,2.032,49.926,0.24,-35.726,-0.334,125.065,0.601,2.589,2.314,12.35,9.27,10.552,3.519,2.986,18274.979,1.979,3.263,2.244,744.732,3.58,14773.343,71.017,38.619,80.839,-7.576,-1.844,22.495,183.063,0.88,4679.536,9.438,1.843,4444.71,21.366,9.493,25.606,,4.561,0.733,16.804,1181.586,5.68,3495.658,61.273,19.128,4.611,0.743,16.833,1183.666,5.69,3501.635,61.381,19.161,3.08,24.939,,,,0.0,0.0,,0.0,,10.789,4.527,46.489,511.743,2.46,9671.001,-13.97,-3.852,4934.745,23.722,26.537,52.919,0.029,0.01,0.0,50.0,0.01,2.08,0.0,5.977,0.108,0.0,0.033,1928.398,87.85,4.611,0.743,16.833,1183.666,5.69,3501.635,61.381,19.161,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,1996,HRV,4758624.0,47434641408.0,,,,,2.101,0.01,0.09,,,-18.12,-0.368,349.719,1.664,25.217,0.12,-16.504,-0.099,105.487,0.502,1.074,1.766,12.86,11.17,11.853,7.275,6.391,19804.262,1.987,-0.077,-0.055,693.478,3.3,14912.375,70.962,29.543,75.299,12.057,2.712,25.207,275.29,1.31,5297.172,-8.624,-1.843,4102.753,19.523,11.728,26.748,,38.36,6.446,23.25,1651.738,7.86,4885.849,70.367,24.671,38.299,6.446,23.279,1653.839,7.87,4891.887,70.457,24.701,1.69,13.142,,,,0.0,0.0,,0.0,,-5.159,-2.399,44.091,392.971,1.87,9265.483,-9.13,-2.166,4529.88,21.556,16.741,46.785,0.029,0.01,0.0,0.0,0.0,2.101,0.0,6.037,0.09,0.0,0.03,2347.317,94.241,38.299,6.446,23.279,1653.839,7.87,4891.887,70.457,24.701,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,1997,HRV,4711373.0,51344322560.0,,,,,0.0,0.0,0.0,,,70.0,1.165,600.486,2.829,108.249,0.51,-28.422,-0.143,76.263,0.359,4.985,3.03,13.61,10.23,10.958,-0.936,-0.882,19815.602,1.818,7.165,5.085,929.665,4.38,16141.165,76.047,42.815,81.457,3.66,0.923,26.13,248.335,1.17,5546.101,-11.115,-2.17,3683.293,17.353,11.437,27.989,,-25.555,-5.941,17.308,1241.676,5.85,3673.757,57.185,18.54,-25.627,-5.967,17.312,1241.676,5.85,3674.435,57.185,18.543,3.38,24.835,,,,0.0,0.0,,0.0,,6.798,2.997,47.088,573.081,2.7,9994.579,-0.357,-0.077,4558.962,21.479,26.393,50.438,0.003,0.0,0.0,-88.889,-0.026,0.0,0.0,0.678,0.0,0.0,0.003,2171.342,93.359,-25.627,-5.967,17.312,1241.676,5.85,3674.435,57.185,18.543,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,1998,HRV,4659937.0,53359112192.0,,,,,2.146,0.01,0.087,,,-4.392,-0.124,580.45,2.705,115.881,0.54,4.082,0.015,80.252,0.374,4.716,2.74,14.24,11.45,11.597,5.755,5.373,21187.268,1.85,6.378,4.85,1163.106,5.42,17360.189,80.897,47.336,81.937,-3.872,-1.012,25.118,287.558,1.34,5390.201,-1.875,-0.325,3654.125,17.028,11.703,25.441,,2.87,0.497,17.805,1291.863,6.02,3820.913,52.576,18.034,3.006,0.522,17.834,1294.009,6.03,3827.079,52.664,18.063,2.79,19.593,,,,0.0,0.0,,0.0,,12.713,5.986,53.075,759.667,3.54,11389.538,5.588,1.2,4866.869,22.679,30.917,53.757,0.029,0.01,0.0,800.0,0.026,2.146,0.0,6.165,0.087,0.0,0.029,2457.115,98.731,3.006,0.522,17.834,1294.009,6.03,3827.079,52.664,18.063,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,1999,HRV,4605329.0,53571235840.0,,,,,2.171,0.01,0.077,,,-11.308,-0.306,520.916,2.399,112.913,0.52,-65.681,-0.246,27.868,0.128,4.006,2.349,14.6,12.98,12.711,3.427,3.383,22173.107,1.906,-0.591,-0.478,1224.668,5.64,17462.223,80.419,43.451,78.754,1.391,0.35,25.467,267.082,1.23,5530.006,-1.274,-0.217,3650.353,16.811,9.476,24.94,,21.686,3.861,21.666,1591.634,7.33,4704.647,56.471,21.218,21.654,3.861,21.695,1593.806,7.34,4710.886,56.549,21.246,1.62,11.096,,,,0.0,0.0,,0.0,,-0.983,-0.522,52.553,844.674,3.89,11411.3,-17.726,-4.02,4051.666,18.659,29.969,51.465,0.029,0.01,0.0,0.0,0.0,2.171,0.0,6.238,0.077,0.0,0.028,2818.474,102.114,21.654,3.861,21.695,1593.806,7.34,4710.886,56.549,21.246,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,2000,HRV,4548438.0,54951510016.0,,,,,0.0,0.0,0.0,,299.289,109.282,2.622,1103.821,5.021,340.776,1.55,-100.0,-0.128,0.0,0.0,13.766,5.2,14.68,11.26,11.662,-5.449,-5.565,21227.025,1.757,-3.673,-2.954,1057.506,4.81,17031.225,77.465,42.718,80.234,0.895,0.228,25.695,345.173,1.57,5649.302,7.097,1.193,3958.308,18.004,13.943,26.614,3.37,-11.932,-2.585,19.081,1418.069,6.45,4195.101,57.282,19.763,-12.027,-2.611,19.084,1418.069,6.45,4195.803,57.282,19.766,3.42,23.297,,,,0.0,0.0,,0.0,,-11.043,-5.803,46.749,371.556,1.69,10278.102,-3.729,-0.696,3949.348,17.963,15.009,48.42,0.003,0.0,0.0,-88.889,-0.026,0.0,0.0,0.702,0.0,0.0,0.003,2475.575,96.55,-12.027,-2.611,19.084,1418.069,6.45,4195.803,57.282,19.766,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,2001,HRV,4506760.0,56076091392.0,,,,,0.0,0.0,0.0,,304.62,11.319,0.568,1240.13,5.589,363.898,1.64,,0.0,0.0,0.0,12.843,5.506,15.29,12.77,12.579,5.144,4.966,22525.262,1.81,3.816,2.956,1240.359,5.59,17844.629,80.421,43.774,79.221,4.785,1.229,26.925,406.057,1.83,5974.358,6.024,1.085,4235.572,19.089,14.33,26.523,3.89,11.274,2.013,21.094,1593.162,7.18,4680.634,56.226,20.779,11.257,2.01,21.094,1593.162,7.18,4680.634,56.226,20.779,2.52,16.481,,,,0.0,0.0,,0.0,,2.477,1.158,47.907,470.404,2.12,10630.14,-5.758,-1.034,3756.367,16.929,16.601,47.192,0.0,0.0,0.0,-100.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,2833.521,101.516,11.257,2.01,21.094,1593.162,7.18,4680.634,56.226,20.779,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,2002,HRV,4482874.0,59660337152.0,,,,,0.0,0.0,0.0,,366.64,21.556,1.205,1515.486,6.794,470.68,2.11,,0.0,0.0,0.0,16.601,6.685,15.75,12.71,12.507,0.105,0.106,22668.963,1.703,5.125,4.121,1530.268,6.86,18859.072,84.543,53.973,83.193,2.384,0.642,27.567,564.37,2.53,6149.403,-14.203,-2.711,3653.36,16.378,19.906,27.127,4.66,-18.509,-4.015,17.079,1304.966,5.85,3809.892,46.027,16.807,-18.509,-4.015,17.079,1304.966,5.85,3809.892,46.027,16.807,3.04,19.302,,,,0.0,0.0,,0.0,,4.748,2.275,50.182,495.218,2.22,11194.183,-4.12,-0.697,3620.795,16.232,17.467,49.381,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2835.235,101.622,-18.509,-4.015,17.079,1304.966,5.85,3809.892,46.027,16.807,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,2003,HRV,4461141.0,63955259392.0,,,,,0.0,0.0,0.0,,409.401,11.218,0.762,1693.711,7.556,537.979,2.4,,0.0,0.0,0.0,18.196,7.107,16.5,13.19,12.406,4.623,4.697,23832.379,1.662,7.036,5.948,1732.741,7.73,20284.34,90.491,58.605,85.113,-0.599,-0.165,27.402,461.765,2.06,6142.318,19.355,3.17,4381.705,19.547,15.618,25.773,5.4,-6.727,-1.251,15.828,1223.902,5.46,3548.038,41.395,14.887,-6.727,-1.251,15.828,1223.902,5.46,3548.038,41.395,14.887,3.31,20.061,,,,0.0,0.0,,0.0,,10.664,5.352,55.534,732.996,3.27,12448.312,-0.364,-0.059,3625.178,16.172,24.792,52.233,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2956.643,106.32,-6.727,-1.251,15.828,1223.902,5.46,3548.038,41.395,14.887,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baixo PIB,Baixa
Croatia,2004,HRV,4443351.0,67606573056.0,,,,,0.0,0.0,0.0,,309.575,6.19,0.468,1805.748,8.024,481.619,2.14,,0.0,0.0,0.0,15.407,7.258,16.89,13.89,12.565,3.971,4.221,24877.861,1.635,-2.15,-1.946,1408.847,6.26,19927.602,88.545,45.068,80.102,3.71,1.017,28.418,553.636,2.46,6395.698,-11.699,-2.287,3884.58,17.261,17.711,25.708,4.3,39.738,6.149,21.977,1717.172,7.63,4946.088,54.932,19.881,39.848,6.167,21.996,1717.172,7.63,4950.26,54.932,19.898,3.0,17.762,,,,0.0,0.0,,0.0,,-6.177,-3.43,52.103,373.592,1.66,11726.155,-7.293,-1.179,3374.256,14.993,11.951,47.135,0.013,0.0,0.0,,0.013,0.0,0.0,2.874,0.0,0.0,0.012,3126.019,110.541,39.848,6.167,21.996,1717.172,7.63,4950.26,54.932,19.898,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.006,0.006,0.0,0.0,1.297,0.0,0.005,Baixo PIB,Baixa
Croatia,2005,HRV,4429687.0,71536394240.0,,,,,2.257,0.01,0.077,,326.953,-0.903,-0.072,1794.967,7.951,525.997,2.33,,0.0,0.0,0.0,17.841,7.276,17.47,13.06,11.95,-1.136,-1.256,24671.021,1.528,0.588,0.521,1354.498,6.0,20106.621,89.066,45.942,81.499,-3.293,-0.936,27.482,410.864,1.82,6204.138,-6.19,-1.068,3655.366,16.192,13.936,25.147,4.27,-7.75,-1.832,20.146,1589.277,7.04,4547.849,53.905,18.434,-7.509,-1.777,20.219,1593.792,7.06,4564.402,54.058,18.501,4.41,25.243,,,,0.0,0.0,,0.0,,2.935,1.529,53.633,417.637,1.85,12107.517,-6.889,-1.033,3151.482,13.96,14.165,49.076,0.045,0.01,0.0,250.0,0.032,2.257,0.0,10.089,0.077,0.0,0.041,2948.29,109.285,-7.509,-1.777,20.219,1593.792,7.06,4564.402,54.058,18.501,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.023,0.029,2.257,0.01,6.464,0.077,0.026,Baixo PIB,Baixa
Croatia,2006,HRV,4417562.0,76142043136.0,,,,,2.264,0.01,0.077,,339.783,-7.167,-0.57,1670.9,7.381,509.331,2.25,,0.0,0.0,0.0,17.415,6.838,17.92,12.92,11.969,-1.222,-1.335,24436.512,1.418,-0.038,-0.033,1419.335,6.27,20154.234,89.033,48.529,82.476,-1.103,-0.303,27.179,466.321,2.06,6152.539,2.496,0.404,3756.899,16.596,15.944,25.178,4.39,-5.948,-1.318,18.828,1498.564,6.62,4262.089,51.238,17.441,-5.843,-1.302,18.917,1505.355,6.65,4282.276,51.471,17.524,5.0,27.902,,,0.0,0.0,0.0,0.0,0.0,0.0,1.565,0.84,54.472,443.684,1.96,12330.796,-8.516,-1.189,2891.021,12.771,15.17,50.461,0.035,0.01,0.0,-21.429,-0.01,2.264,0.0,7.949,0.077,0.0,0.033,2924.69,107.95,-5.843,-1.302,18.917,1505.355,6.65,4282.276,51.471,17.524,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.025,0.054,4.527,0.02,12.238,0.155,0.05,Baixo PIB,Baixa
Croatia,2007,HRV,4405542.0,81332862976.0,,,6.987,0.031,2.27,0.01,0.08,0.028,415.47,8.567,0.632,1818.991,8.014,549.308,2.42,,0.0,0.0,0.0,19.298,7.389,18.44,12.54,11.562,0.468,0.505,24617.822,1.333,6.718,5.981,1770.497,7.8,21566.877,95.014,62.201,87.607,14.904,4.051,31.23,696.85,3.07,7088.786,28.924,4.8,4856.761,21.397,24.482,28.795,5.21,-28.974,-5.539,13.289,1066.838,4.7,3016.485,37.48,12.253,-28.201,-5.476,13.441,1075.917,4.74,3050.944,37.799,12.393,5.9,31.996,,,,0.0,0.0,,0.0,,2.383,1.298,55.77,524.34,2.31,12659.102,-8.089,-1.033,2664.41,11.738,18.421,51.423,0.022,0.01,0.0,-36.364,-0.013,2.27,0.0,5.072,0.08,0.0,0.021,2846.415,108.455,-28.201,-5.476,13.441,1075.917,4.74,3050.944,37.799,12.393,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.684,0.045,0.099,6.81,0.03,22.4,0.239,0.091,Baixo PIB,Baixa
Croatia,2008,HRV,4393666.0,84280721408.0,33.382,0.01,9.344,0.041,4.552,0.02,0.156,0.038,374.022,2.91,0.233,1876.99,8.247,566.725,2.49,,0.0,0.0,0.0,19.484,7.646,18.79,12.78,11.848,-0.544,-0.59,24549.996,1.28,-3.802,-3.612,1579.547,6.94,20803.086,91.402,54.304,84.738,-3.073,-0.96,30.27,559.897,2.46,6889.551,0.197,0.042,4879.501,21.439,19.249,28.063,4.78,22.984,2.953,16.242,1315.53,5.78,3696.716,45.227,15.058,23.249,3.022,16.463,1329.186,5.84,3746.91,45.696,15.262,6.01,31.985,,,,0.0,0.0,,0.0,,-5.174,-2.886,52.885,452.925,1.99,12036.544,-7.326,-0.86,2475.898,10.878,15.571,49.029,0.067,0.02,0.0,201.429,0.045,4.552,0.0,15.33,0.156,0.0,0.062,2908.732,107.864,23.249,3.022,16.463,1329.186,5.84,3746.91,45.696,15.262,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.327,0.013,0.112,9.104,0.04,25.519,0.313,0.104,Baixo PIB,Baixa
Croatia,2009,HRV,4382142.0,79251070976.0,121.859,0.05,20.786,0.091,4.564,0.02,0.15,0.086,301.124,-28.54,-2.354,1344.817,5.893,376.528,1.65,,0.0,0.0,0.0,12.36,5.534,18.35,13.35,12.537,-1.275,-1.376,24300.623,1.344,-6.465,-5.909,1339.528,5.87,19509.365,85.493,43.97,80.283,-7.666,-2.32,27.95,504.32,2.21,6378.134,-2.703,-0.579,4760.108,20.859,16.554,26.247,4.02,28.173,4.447,20.69,1690.954,7.41,4721.328,55.506,19.429,28.76,4.533,20.996,1706.928,7.48,4791.26,56.03,19.717,5.0,27.248,,,,0.0,0.0,,0.0,,-2.335,-1.235,51.65,458.68,2.01,11786.414,10.697,1.164,2747.953,12.042,15.056,48.503,0.064,0.02,0.0,-5.36,-0.004,4.564,0.0,14.547,0.15,0.0,0.06,3046.456,106.489,28.76,4.533,20.996,1706.928,7.48,4791.26,56.03,19.717,,0.0,0.0,0.0,0.0,0.058,0.0,0.0,35.84,0.039,0.151,11.41,0.05,34.541,0.375,0.142,Baixo PIB,Baixa
Croatia,2010,HRV,4368680.0,79107170304.0,-100.0,-0.091,0.0,0.0,6.867,0.03,0.203,0.0,258.283,34.729,2.047,1817.44,7.94,544.787,2.38,,0.0,0.0,0.0,16.092,7.334,18.76,14.79,13.661,1.667,1.775,24781.908,1.369,-3.569,-3.051,1256.672,5.49,18871.111,82.442,37.12,76.149,9.532,2.664,30.614,583.7,2.55,7007.647,-4.061,-0.847,4580.86,20.012,17.241,28.277,3.82,23.187,4.641,25.33,2089.876,9.13,5798.204,61.731,23.397,22.772,4.826,25.822,2128.789,9.3,5910.795,62.88,23.851,3.97,21.162,,,,0.0,0.0,,0.0,,-15.028,-7.762,43.888,128.185,0.56,10046.026,-5.164,-0.622,2614.086,11.42,3.786,40.538,0.105,0.03,0.0,65.441,0.042,6.867,0.0,24.14,0.203,0.0,0.097,3385.462,108.264,22.772,4.826,25.822,2128.789,9.3,5910.795,62.88,23.851,31.868,0.0,0.0,0.0,0.0,0.076,0.0,0.0,156.642,0.235,0.386,32.046,0.14,88.375,0.947,0.357,Baixo PIB,Baixa
Croatia,2011,HRV,4351838.0,80079052800.0,,0.04,9.22,0.04,11.489,0.05,0.445,0.042,361.532,2.933,0.233,1877.978,8.173,592.853,2.58,,0.0,0.0,0.0,22.974,8.653,18.38,11.23,11.89,-12.761,-13.816,21703.076,1.179,-3.206,-2.643,1367.238,5.95,18336.824,79.799,52.983,84.49,-2.36,-0.722,29.892,602.044,2.62,6868.745,-4.699,-0.94,4382.499,19.072,23.33,31.649,4.06,-44.863,-11.449,13.881,1155.833,5.03,3189.741,44.791,14.697,-42.707,-11.173,14.649,1213.281,5.28,3366.253,47.017,15.51,7.15,38.901,,,,0.0,0.0,,0.0,,-4.906,-2.153,41.735,172.341,0.75,9590.1,-9.386,-1.072,2377.899,10.348,6.679,44.188,0.173,0.05,0.0,64.195,0.068,11.489,0.0,39.79,0.445,0.0,0.183,2580.519,94.448,-42.707,-11.173,14.649,1213.281,5.28,3366.253,47.017,15.51,14.167,0.0,0.0,0.0,0.0,0.087,0.0,0.0,44.5,0.168,0.554,45.958,0.2,127.415,1.781,0.587,Baixo PIB,Baixa
